diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Image-interpolated_Mean,diagnostics_Image-interpolated_Minimum,diagnostics_Image-interpolated_Maximum,diagnostics_Mask-interpolated_VoxelNum,diagnostics_Mask-interpolated_VolumeNum,diagnostics_Mask-interpolated_Mean,diagnostics_Mask-interpolated_Minimum,diagnostics_Mask-interpolated_Maximum,original_shape_VoxelVolume,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_Sphericity,original_firstorder_Mean,original_firstorder_Kurtosis,original_firstorder_Skewness,original_glcm_Contrast,original_glcm_Correlation,original_glcm_InverseVariance,original_glszm_LargeAreaEmphasis,Malignancy
0.3253376929674099,0.0,1.0,6547,1,0.1508771929824561,0.0,1.0,8054,1,0.3817978644151974,0.0,1.0,8054.0,2931.781470139072,0.3660608652939283,0.6602950749937135,0.3817978644151974,1.2367808862262153,0.4866013627459497,0.0,1.0,0.0,64866916.0,1
0.1336489898989899,0.0,1.0,5914,1,0.061231884057971,0.0,1.0,9970,1,0.2848545636910732,0.0,1.0,9970.0,3484.727086654872,0.3514261526231576,0.6405285352952564,0.2848545636910732,1.908880350828675,0.9533521651670358,0.0,1.0,0.0,99400900.0,0
0.3542547568710359,0.0,1.0,330,1,0.1358095238095238,0.0,1.0,565,1,0.3646017699115044,0.0,1.0,565.0,416.7064981175067,0.7539924573899398,0.7815606749146998,0.3646017699115044,1.3165346025907994,0.5626140796236792,0.0,1.0,0.0,319225.0,0
0.2622093023255814,0.0,1.0,867,1,0.122051282051282,0.0,1.0,1487,1,0.3362474781439139,0.0,1.0,1487.0,817.063341118699,0.5566774594574683,0.7644160402743491,0.3362474781439139,1.4805856129685908,0.6932428239575158,0.0,1.0,0.0,2211169.0,0
0.1973572938689217,0.0,1.0,160,1,0.0200501253132832,0.0,1.0,147,1,0.1904761904761904,0.0,1.0,147.0,157.05100450263308,1.121792889304522,0.830224279142837,0.1904761904761904,3.48529411764706,1.5764815627361646,0.0,1.0,0.0,21609.0,0
0.2066115702479339,0.0,1.0,92,1,0.0325259515570934,0.0,1.0,92,1,0.0,0.0,0.0,92.0,108.35667447457404,1.2630209749343255,0.8681441836499072,0.0,0.0,0.0,0.0,1.0,0.0,8464.0,0
0.199724517906336,0.0,1.0,197,1,0.0425,0.0,1.0,223,1,0.2645739910313901,0.0,1.0,223.0,213.86155519172377,0.996636373709004,0.8104919929514337,0.2645739910313901,2.139417114510128,1.067434829162946,0.0,1.0,0.0,49729.0,0
0.134306832522084,0.0,1.0,257,1,0.0523809523809523,0.0,1.0,240,1,0.3958333333333333,0.0,1.0,240.0,225.422762081898,0.9737484323192136,0.808823363826955,0.3958333333333333,1.1814882032667886,0.4260143228423054,0.0,1.0,0.0,57600.0,0
0.2176697530864197,0.0,1.0,7748,1,0.0935985312117503,0.0,1.0,12087,1,0.3846281128485149,0.0,1.0,12087.0,4776.002586821122,0.3965078042496539,0.5320610251463139,0.3846281128485149,1.2249475711771984,0.4742863809737725,0.0,1.0,0.0,146095569.0,1
0.1584640346133045,0.0,1.0,89,1,0.011574074074074,0.0,1.0,150,1,0.0,0.0,0.0,150.0,172.21060385063674,1.2289784396120371,0.7575907300767326,0.0,0.0,0.0,0.0,1.0,0.0,22500.0,0
0.0616631430584918,0.0,1.0,119,1,0.0161184210526315,0.0,1.0,172,1,0.2732558139534883,0.0,1.0,172.0,191.26998834616336,1.1698470235239349,0.7559895594517227,0.2732558139534883,2.035574468085106,1.0176317939633694,0.0,1.0,0.0,29584.0,0
0.2104474982381959,0.0,1.0,242,1,0.024,0.0,1.0,213,1,0.3004694835680751,0.0,1.0,213.0,215.0177287158106,1.0574642395859537,0.7777062240963133,0.3004694835680751,1.7576552013422817,0.8704339155514805,0.0,1.0,0.0,45369.0,0
0.1136363636363636,0.0,1.0,767,1,0.0526570048309178,0.0,1.0,1067,1,0.366447985004686,0.0,1.0,1067.0,747.1398730920266,0.7136290426317762,0.6673727590303913,0.366447985004686,1.3073026226183808,0.5543488275611134,0.0,1.0,0.0,1138489.0,0
0.2901601239669421,0.0,1.0,291,1,0.118796992481203,0.0,1.0,404,1,0.3910891089108911,0.0,1.0,404.0,307.41450458947634,0.7805700497405239,0.8452167282923879,0.3910891089108911,1.199238448080683,0.446361342502555,0.0,1.0,0.0,163216.0,0
0.0782241014799154,0.0,1.0,73,1,0.0302469135802469,0.0,1.0,114,1,0.4298245614035088,0.0,1.0,114.0,127.18437264146128,1.1826520509085898,0.8598741258389025,0.4298245614035088,1.080376766091051,0.2835079647753335,0.0,1.0,0.0,12996.0,0
0.0630285412262156,0.0,1.0,118,1,0.0172839506172839,0.0,1.0,168,1,0.3333333333333333,0.0,1.0,168.0,169.56841999445257,1.066188650737978,0.8371689194878545,0.3333333333333333,1.5000000000000002,0.7071067811865477,0.0,1.0,0.0,28224.0,0
0.0713899405083829,0.0,1.0,94,1,0.0287037037037037,0.0,1.0,146,1,0.3287671232876712,0.0,1.0,146.0,167.66746714212286,1.2175549807597423,0.7691460289501143,0.3287671232876712,1.5314625850340131,0.7290148043997554,0.0,1.0,0.0,21316.0,0
0.0631887052341597,0.0,1.0,113,1,0.0165895061728395,0.0,1.0,158,1,0.2658227848101265,0.0,1.0,158.0,162.0598944880076,1.073836959611315,0.8458630269752957,0.2658227848101265,2.123973727422004,1.060176271863318,0.0,1.0,0.0,24964.0,0
0.1046831955922865,0.0,1.0,74,1,0.0633169934640522,0.0,1.0,111,1,0.5225225225225225,0.0,1.0,111.0,131.45810224182603,1.264526835191914,0.813335330858865,0.5225225225225225,1.008132726089786,-0.0901816283385107,0.0,1.0,0.0,12321.0,0
0.1065082644628099,0.0,1.0,682,1,0.0650167224080267,0.0,1.0,961,1,0.3954214360041623,0.0,1.0,961.0,568.9034767791694,0.6011131215417833,0.8194084842993191,0.3954214360041623,1.1829921188513457,0.4277757810481387,0.0,1.0,0.0,923521.0,0
0.0615750528541226,0.0,1.0,166,1,0.05,0.0,1.0,246,1,0.4268292682926829,0.0,1.0,246.0,234.42514270147976,0.9898317073954108,0.7896630564273984,0.4268292682926829,1.0875379939209726,0.2958682036329228,0.0,1.0,0.0,60516.0,0
0.2691115702479338,0.0,1.0,174,1,0.1064327485380117,0.0,1.0,256,1,0.3671875,0.0,1.0,256.0,233.8246858705448,0.9534136019186328,0.8103384423807769,0.3671875,1.303651168899396,0.5510455234364905,0.0,1.0,0.0,65536.0,0
0.3669397463002114,0.0,1.0,203,1,0.1405263157894737,0.0,1.0,291,1,0.3573883161512027,0.0,1.0,291.0,268.4657280574873,0.9563867408905592,0.7722634414905145,0.3573883161512027,1.3542266556972438,0.5951694344447165,0.0,1.0,0.0,84681.0,0
0.1328400281888654,0.0,1.0,2573,1,0.0559052059052059,0.0,1.0,2237,1,0.3388466696468484,0.0,1.0,2237.0,1458.084413605272,0.6613377542148869,0.5618335778332749,0.3388466696468484,1.4636957867488731,0.6809521178092283,0.0,1.0,0.0,5004169.0,1
0.1843639204374737,0.0,1.0,1638,1,0.0783497140318729,0.0,1.0,1832,1,0.3717248908296943,0.0,1.0,1832.0,937.5816793143772,0.5172745523906359,0.7667733520476563,0.3717248908296943,1.2818209537515102,0.5308681133309007,0.0,1.0,0.0,3356224.0,0
0.3304750402576489,0.0,1.0,7806,1,0.1542849898580121,0.0,1.0,4677,1,0.2944194996792816,0.0,1.0,4677.0,2270.814343895349,0.4901214454970355,0.591862890904101,0.2944194996792816,1.8137868884927708,0.9021013737340006,0.0,1.0,0.0,21874329.0,1
0.1569497025419145,0.0,1.0,267,1,0.0309523809523809,0.0,1.0,170,1,0.288235294117647,0.0,1.0,170.0,173.12369794065626,1.0700408834859,0.8294019210595416,0.288235294117647,1.8743464327879915,0.9350649350649354,0.0,1.0,0.0,28900.0,0
0.062367864693446,0.0,1.0,108,1,0.0265522875816993,0.0,1.0,116,1,0.4224137931034483,0.0,1.0,116.0,134.74412161591732,1.231008343655126,0.8212464733227457,0.4224137931034483,1.0986902223575996,0.3141499997733561,0.0,1.0,0.0,13456.0,0
0.2701460248783126,0.0,1.0,745,1,0.1093887838689351,0.0,1.0,843,1,0.295373665480427,0.0,1.0,843.0,573.7598832397198,0.6930164669226611,0.7431532166359762,0.295373665480427,1.804734087866618,0.8970697229684089,0.0,1.0,0.0,710649.0,0
0.1701902748414376,0.0,1.0,3131,1,0.0757621189405297,0.0,1.0,3498,1,0.3676386506575186,0.0,1.0,3498.0,1507.0519496456625,0.4338973211230449,0.7359529846196525,0.3676386506575186,1.3014365302787847,0.5490323581345499,0.0,1.0,0.0,12236004.0,0
0.1350129198966408,0.0,1.0,175,1,0.0148635477582846,0.0,1.0,152,1,0.1973684210526315,0.0,1.0,152.0,172.80890704405803,1.2052931615976148,0.7665967169161566,0.1973684210526315,3.312568306010929,1.5207130912867586,0.0,1.0,0.0,23104.0,0
0.0199964763918252,0.0,1.0,356,1,0.0183261183261183,0.0,1.0,484,1,0.2396694214876033,0.0,1.0,484.0,389.7727082253032,0.8273965148953898,0.7511693471384213,0.2396694214876033,2.487631184407796,1.2196848709432266,0.0,1.0,0.0,234256.0,0
0.4159052676716034,0.0,1.0,6632,1,0.1977030352748154,0.0,1.0,9100,1,0.3823076923076923,0.0,1.0,9100.0,4071.543182400018,0.4518497936631852,0.5143219395814627,0.3823076923076923,1.234623181179231,0.484379170876732,0.0,1.0,0.0,82810000.0,1
0.6513429752066116,0.0,1.0,59,1,0.2048442906574394,0.0,1.0,92,1,0.4565217391304347,0.0,1.0,92.0,112.94173195434198,1.3113698920678314,0.8350564555540404,0.4565217391304347,1.0304761904761903,0.1745743121887939,0.0,1.0,0.0,8464.0,0
0.2384297520661157,0.0,1.0,851,1,0.0943331816112881,0.0,1.0,1280,1,0.39296875,0.0,1.0,1280.0,694.9419977620656,0.5498321337868258,0.8134818355416359,0.39296875,1.1920932576996195,0.4382844483889654,0.0,1.0,0.0,1638400.0,0
0.257399577167019,0.0,1.0,468,1,0.1085164835164835,0.0,1.0,731,1,0.4500683994528043,0.0,1.0,731.0,543.387106491686,0.7617576259229243,0.7105093667300667,0.4500683994528043,1.0402924586792484,0.2007298151228368,0.0,1.0,0.0,534361.0,0
0.0328752642706131,0.0,1.0,338,1,0.0379620379620379,0.0,1.0,590,1,0.3694915254237288,0.0,1.0,590.0,399.6508296568083,0.6913377477125126,0.8397120225727989,0.3694915254237288,1.292443523724968,0.5407804764643118,0.0,1.0,0.0,348100.0,0
0.5130701279971156,0.0,1.0,136,1,0.2042606516290726,0.0,1.0,256,1,0.41015625,0.0,1.0,256.0,231.89130868972293,0.9374080189579502,0.8218076715850346,0.41015625,1.133459476505834,0.3653210594885465,0.0,1.0,0.0,65536.0,0
0.0808668076109936,0.0,1.0,144,1,0.0607894736842105,0.0,1.0,270,1,0.4555555555555555,0.0,1.0,270.0,258.08539673932404,0.99136516033031,0.7639657328957069,0.4555555555555555,1.0318566450970637,0.1784842993012644,0.0,1.0,0.0,72900.0,0
0.093683932346723,0.0,1.0,176,1,0.0378947368421052,0.0,1.0,326,1,0.3466257668711656,0.0,1.0,326.0,273.46512160009985,0.8656242308628852,0.8202833067694156,0.3466257668711656,1.4154721841372722,0.6445713181155921,0.0,1.0,0.0,106276.0,0
0.0776095186587344,0.0,1.0,337,1,0.06064,0.0,1.0,629,1,0.4022257551669316,0.0,1.0,629.0,476.8615299723528,0.7751220263688768,0.7335673214221408,0.4022257551669316,1.1590383483306703,0.3987961237658537,0.0,1.0,0.0,395641.0,0
0.3233350951374207,0.0,1.0,152,1,0.051578947368421,0.0,1.0,281,1,0.2882562277580071,0.0,1.0,281.0,255.4643926422408,0.9420936421963396,0.7930695657619533,0.2882562277580071,1.874135802469135,0.9349522995688792,0.0,1.0,0.0,78961.0,0
0.146909877575102,0.0,1.0,1344,1,0.0566052227342549,0.0,1.0,2523,2,0.2845818470075307,0.0,1.0,2523.0,1415.7527970562076,0.5682806296825439,0.6277399180673543,0.2845818470075307,1.911711510119677,0.9548358550660304,0.0,1.0,0.0,3177722.5,0
0.4127906976744186,0.0,1.0,122,1,0.1849673202614379,0.0,1.0,71,1,0.2957746478873239,0.0,1.0,71.0,90.06888093828853,1.366405273400079,0.8761386701860905,0.2957746478873239,1.80095238095238,0.8949594297801327,0.0,1.0,0.0,5041.0,0
0.3385600187925769,0.0,1.0,2174,1,0.1586449573567125,0.0,1.0,2134,1,0.2628865979381443,0.0,1.0,2134.0,1233.7524663979832,0.5863494166924413,0.643631239346888,0.2628865979381443,2.1605649252708075,1.0772951894772425,0.0,1.0,0.0,4553956.0,1
0.162293388429752,0.0,1.0,377,1,0.0528846153846153,0.0,1.0,358,1,0.1927374301675977,0.0,1.0,358.0,402.9070639184792,1.180680040786752,0.5861305384849148,0.1927374301675977,3.4271601223609647,1.5579345693452484,0.0,1.0,0.0,128164.0,1
0.228099173553719,0.0,1.0,268,1,0.0403571428571428,0.0,1.0,198,1,0.3888888888888889,0.0,1.0,198.0,187.71941956799287,0.9862666527215036,0.8524157996129215,0.3888888888888889,1.207792207792208,0.4558423058385518,0.0,1.0,0.0,39204.0,0
0.2815575987020011,0.0,1.0,107,1,0.0207231040564373,0.0,1.0,89,1,0.3820224719101123,0.0,1.0,89.0,107.34572011609409,1.2933219291095672,0.8572051777804655,0.3820224719101123,1.2358288770053472,0.4856221545660242,0.0,1.0,0.0,7921.0,0
0.5808668076109936,0.0,1.0,116,1,0.2091503267973856,0.0,1.0,92,1,0.5652173913043478,0.0,1.0,92.0,108.84742001027008,1.2632195745872736,0.8667466666775414,0.5652173913043478,1.0692307692307694,-0.2631174057921087,0.0,1.0,0.0,8464.0,0
0.0999530185576697,0.0,1.0,376,1,0.0541666666666666,0.0,1.0,298,1,0.4463087248322148,0.0,1.0,298.0,258.252402121419,0.8967097295882603,0.8166477061835915,0.4463087248322148,1.0466621098200042,0.2160141426388661,0.0,1.0,0.0,88804.0,0
0.3126014061654948,0.0,1.0,159,1,0.085180055401662,0.0,1.0,164,1,0.3414634146341463,0.0,1.0,164.0,178.83395695288036,1.1500576009831531,0.7819657546759817,0.3414634146341463,1.4470899470899468,0.6686478498357317,0.0,1.0,0.0,26896.0,0
0.3062015503875969,0.0,1.0,100,1,0.0625,0.0,1.0,127,1,0.4724409448818897,0.0,1.0,127.0,143.08520299331946,1.1923766916109957,0.8222620207646486,0.4724409448818897,1.0121890547263677,0.1104040521283894,0.0,1.0,0.0,16129.0,0
0.0968090859924283,0.0,1.0,176,1,0.0895238095238095,0.0,1.0,219,1,0.3607305936073059,0.0,1.0,219.0,206.69350460529373,0.9805582349331984,0.8286915693395046,0.3607305936073059,1.3364376130198925,0.5800324241108351,0.0,1.0,0.0,47961.0,0
0.4839876033057851,0.0,1.0,120,1,0.1756055363321799,0.0,1.0,147,1,0.5306122448979592,0.0,1.0,147.0,152.20968114677308,1.088183600691854,0.8561211929824103,0.5306122448979592,1.0150501672240808,-0.1226791230164298,0.0,1.0,0.0,21609.0,0
0.2914023960535588,0.0,1.0,269,1,0.1107660455486542,0.0,1.0,375,1,0.384,0.0,1.0,375.0,306.77499156378525,0.8406713630430287,0.8049952252731807,0.384,1.22754329004329,0.4770149788458322,0.0,1.0,0.0,140625.0,0
